pgRNA_target	mean_observed_cs	mean_expected_cs	gi_score	target_type	p_val	fdr
ADAMTS10_ADAMTS6	-0.7629306026433332	-0.727491126290117	-0.20260652688698974	gene_gene	0.5362566920886183	0.7725096403514361
ADAMTS16_ADAMTS18	-0.4381056687871226	-1.629924798667847	0.6463104944973821	gene_gene	0.13462069945104346	0.37403853225737144
ADAP1_ADAP2	-1.2479591553270684	-2.1440553238530344	0.13504043680523614	gene_gene	0.7644352323594554	0.9107963911802175
ADARB1_ADARB2	-0.15083488827219407	0.7618938397941075	-0.45547729138347104	gene_gene	0.21731432199293435	0.4993740115185664
ADCY5_ADCY6	-0.3415298932389418	0.08502108514256963	-0.2530756446687897	gene_gene	0.49041521442250313	0.7439288230562271
ADIPOR1_ADIPOR2	-0.4412496759775589	0.06833888313120362	-0.3431071695948772	gene_gene	0.29266529145381953	0.5831648799535245
ADSS_ADSSL1	-2.4435437346225473	-2.390090801679157	-0.9176580211865721	gene_gene	0.03029947029408645	0.17732076365289232
AGPAT3_AGPAT4	-0.4307251583857551	0.500460334908651	-0.583538972295329	gene_gene	0.02128323017483564	0.15014881561699117
AGR2_AGR3	-0.3101614363768445	0.4083180252067499	-0.4094632228438934	gene_gene	0.24971718604068377	0.5372693970389474
AIF1_AIF1L	-0.46285702317492666	-1.0448223321103365	0.2817584627832904	gene_gene	0.3052573909747234	0.5888436864191157
AK3_AK4	-0.6748399913895105	-1.4021925553169812	0.2773197297115411	gene_gene	0.4835355131732605	0.7378393756569752
AKIRIN1_AKIRIN2	-2.1396198091101764	-2.6875789065527385	-0.4409666484143959	gene_gene	0.14968697205941062	0.399423785547132
AKR7A2_AKR7A3	-0.6167647127657997	-0.577179900686029	-0.14373450293779821	gene_gene	0.6942799558998495	0.8785114921091461
ALAS1_ALAS2	-1.924809773859422	-1.9791802496831095	-0.6375620629433892	gene_gene	0.08528010413636286	0.3049948168765755
ALDH1L1_ALDH1L2	-0.3436650874213385	-0.5795980341204416	0.13076946339964007	gene_gene	0.7168223311353801	0.8902855578465884
ALG10_ALG10B	-2.4178682769423276	-2.1151097129694993	-1.0516789680442016	gene_gene	0.017800392308423285	0.1416899776638439
ALG1L_ALG1L2	-1.2253634313685104	-1.7964445088015357	0.24332625565217883	gene_gene	0.5288771397586465	0.7699255830202066
ALOX12_ALOX15	-0.958804777662946	-0.30620926771076973	-0.6431418836185564	gene_gene	0.11268583652358148	0.3463666955526122
AMELX_AMELY	0.03657440956868306	-0.33842293488991465	0.37094552405698883	gene_gene	0.1790291110030126	0.4490908733900349
AMMECR1_AMMECR1L	-1.208054156789447	-0.5882148375779959	-0.7286153617230262	gene_gene	0.006541362581050185	0.10365543782279524
AMPD1_AMPD3	-1.3463710439655363	-2.276204365553951	0.11337465067798992	gene_gene	0.5373596479143443	0.7730173706030372
ANGPT1_ANGPT2	0.049810295426989566	-0.6867864267398863	0.5864949485726066	gene_gene	0.03493738074613257	0.19243584047335052
ANGPTL1_ANGPTL2	-0.5767031450149103	-0.6607244917436326	-0.055154068405595946	gene_gene	0.8609427705805581	0.9480438132828805
ANKRD18A_ANKRD18B	-0.5595182511957895	-1.1883495907996715	0.2684512838478242	gene_gene	0.20695310921426038	0.48890298736396376
ANO1_ANO2	0.3286778658009543	0.10595821015201161	0.4049727924298884	gene_gene	0.31837260546142293	0.6061437774958699
ANO3_ANO4	-0.928275621355474	-0.07929895446472093	-0.7443918301868179	gene_gene	0.028369454634119506	0.1731370043738632
ANXA1_ANXA2	-1.1096646319540597	-1.3160527387339513	-0.20753096559157364	gene_gene	0.4949586459296138	0.748615866824526
AOC2_AOC3	-1.0009983114156467	-0.22294279909625414	-0.7336927633934848	gene_gene	0.02956393448759556	0.17732076365289232
AP1B1_AP2B1	-1.7589035888847446	-0.7588799310072446	-1.1803503349707765	gene_gene	0.012806334621138822	0.12443891188465081
AP1G1_AP1G2	-2.3520545367258774	-2.4434058140174564	-0.7952059093736387	gene_gene	0.01051805438387842	0.11665758138730246
AP1M1_AP1M2	-0.8171492080386972	0.007203110793908703	-0.683501849025153	gene_gene	0.01463719009309815	0.13071883794881153
AP2A1_AP2A2	-2.735110016570241	-1.9285374873246208	-1.4772732993427764	gene_gene	7.713018729349393e-4	0.050535983139842165
AP3B1_AP3B2	-1.068819472038585	-1.1588212593690794	-0.2579986375968754	gene_gene	0.5118732270865964	0.7589611338360738
AP3M1_AP3M2	-0.9012567717783277	-1.074851674521106	-0.13920162101938205	gene_gene	0.7675449199460473	0.9107963911802175
AP3S1_AP3S2	-0.5074989480758229	-0.04844589852104897	-0.3415331967488516	gene_gene	0.5431643320036024	0.775949045719432
APCS_CRP	-0.8901933826146443	-1.2274970197713575	-0.03948881628937036	gene_gene	0.9208432346428486	0.9727882376227016
APH1A_APH1B	-1.1914838793298734	-0.8085673651648965	-0.40233236060365835	gene_gene	0.13508964465994386	0.37403853225737144
AQP12A_AQP12B	-0.3562714391212378	-1.1739687488092474	0.4633463624599975	gene_gene	0.08760252241808451	0.30962791387249655
ARAF_RAF1	-0.7911325062589962	-1.50144014600456	0.2186656636031096	gene_gene	0.5170123190488795	0.7640210740607545
ARFGAP2_ARFGAP3	-0.9500674144469983	-0.4471936438216789	-0.5525272608915138	gene_gene	0.11136993022637383	0.34596636624561133
ARFGEF1_ARFGEF2	-0.8872695934818018	0.5421774007201501	-1.0643107658952888	gene_gene	0.010354055932299353	0.11665758138730246
ARFIP1_ARFIP2	-0.3464630758765738	-1.4017023203265115	0.6054119392262436	gene_gene	0.09486731274401601	0.31933432877054496
ARG1_ARG2	-0.4704557337817254	-0.4031570439357651	-0.0984900177370242	gene_gene	0.7445111041617558	0.9000545038575217
ARHGAP10_ARHGAP26	-0.44597977699599806	0.21105760967698078	-0.4307217613124059	gene_gene	0.08720501046807638	0.30962791387249655
ARHGAP35_ARHGAP5	-0.2809421514935148	-2.3481579528220395	1.2205908865423665	gene_gene	0.016178542784590907	0.13547885421242792
ARHGEF3_NET1	-0.06608732022946462	-1.2948592427601398	0.823738135693944	gene_gene	0.07901101162630249	0.2959321526366966
ARHGEF6_ARHGEF7	-0.031146593985313092	0.20415731791365596	-0.011881205321869894	gene_gene	0.9675241313113454	0.9906062179430277
ARID1A_ARID1B	-1.3213523334333321	-1.5799876827775332	-0.2659373567325829	gene_gene	0.5118175146238708	0.7589611338360738
ARL8A_ARL8B	-1.0133359827572825	-1.2571117076669809	-0.1454325639558836	gene_gene	0.6415177258699976	0.8449658026164929
ARNT_ARNT2	-1.3110830233494513	-0.612831524892601	-0.817347985315116	gene_gene	0.011875949358581736	0.12355785696302211
ARPC1A_ARPC1B	-1.2173815393637757	0.07987831512380066	-1.1259406058357004	gene_gene	0.002097250250390311	0.06300101324265726
ARPC5_ARPC5L	-1.6535120991079595	-1.472064580479714	-0.6607739104161848	gene_gene	0.0204948667297329	0.14846827602707785
ARPP19_ENSA	-0.832346673093205	-1.1249892331980815	-0.04117392777315647	gene_gene	0.9155027597705376	0.9711306308585518
ASAP1_ASAP2	1.0292349579629358	1.2906507597412602	0.4175147867538483	gene_gene	0.08043911670218327	0.2971843763109708
ASB14_ASB15	-0.2609433659809506	-0.9219509126133248	0.41231403493145147	gene_gene	0.1850406965165771	0.454873311246001
ASF1A_ASF1B	-1.438218637374837	-0.725241250092406	-0.879201186525376	gene_gene	0.09927478270915283	0.32407911547055157
ASIC1_ASIC2	-0.47538758148201854	-0.8849670764993192	0.17639130364903127	gene_gene	0.6109253219797213	0.8323453460834827
ATF2_ATF7	-0.006003976428920437	-0.4256777508282661	0.3790407332849801	gene_gene	0.2632623315304423	0.5556561505663025
ATG4A_ATG4B	-1.0262053350880458	-1.403547148519265	-0.07325892838242684	gene_gene	0.8007699331350898	0.925747976632918
ATP13A4_ATP13A5	-0.10751511604492381	-0.9371358849394993	0.5745610203480743	gene_gene	0.05658178265630285	0.2522910655237746
ATP2C1_ATP2C2	-0.7058587487371255	-1.7868820823491571	0.46971100619090583	gene_gene	0.27802809650190574	0.5682800912276651
ATP5L_ATP5L2	-1.2851171651107158	-1.5952950747805867	-0.2208123571957184	gene_gene	0.472259757400339	0.7316563714967761
ATP6V0D1_ATP6V0D2	-1.0855969427452752	-2.115668408461059	0.2809168308702328	gene_gene	0.6258479166401261	0.8370640567062434
ATP6V1B1_ATP6V1B2	-2.030618325391767	-1.8528320039393118	-0.5206010937273056	gene_gene	0.2805147329299883	0.5698820018104299
ATP6V1C1_ATP6V1C2	-2.636130347468096	-2.3832930384734197	-1.1141924631281142	gene_gene	0.011541171050658184	0.12130006308344825
ATP6V1E1_ATP6V1E2	-1.7857944868822728	-1.0616835036043697	-1.0313868058442832	gene_gene	0.005903260191554531	0.09657384683773744
ATP8A1_ATP8A2	-0.5403852624293356	-0.03305882369766814	-0.3833556184440706	gene_gene	0.43120589299907797	0.7090369832570704
ATP8B1_ATP8B4	-0.6901864009315979	-0.43403850553060214	-0.3002861483458173	gene_gene	0.279337389268658	0.5686116817128808
ATP9A_ATP9B	-0.35348070522999003	0.15697727335805356	-0.3068153105631499	gene_gene	0.21134970260284927	0.4936285570996253
ATRN_ATRNL1	-0.28592151931674564	0.011057317810762303	-0.15451250696850963	gene_gene	0.6601570414463949	0.8574549214246995
ATXN3_ATXN3L	-0.02254558951928768	-0.24020125202066864	0.46336740879768346	gene_gene	0.21565493745788733	0.4974103050493647
AVIL_VIL1	-0.5542775419418902	-0.40528540588710943	-0.18107577089144375	gene_gene	0.5440111969903387	0.7760461704748083
AVP_OXT	-0.5678442927302318	0.4602433053206502	-0.697301900376555	gene_gene	0.0016994508079537086	0.058347811073077335
B4GALT2_B4GALT1	-1.2395898308552007	-0.7112483486635037	-0.6886988153825657	gene_gene	0.056498312802739724	0.2522910655237746
B4GALT6_B4GALT5	0.25434774462655363	-0.2564417445926966	0.54110794379107	gene_gene	0.07666743412331972	0.29355932024914244
BARHL2_BARHL1	-1.4686515100158144	-0.9414828815816519	-0.7840508373445311	gene_gene	0.011307637573998504	0.12007079073421091
BCAT2_BCAT1	-1.0095908571690309	-1.017436419346443	-0.28087985331139464	gene_gene	0.3814332850021326	0.6509345431548748
BCL11B_BCL11A	0.3643619445945024	0.47653228892987626	0.22544444234896935	gene_gene	0.3318799095342353	0.6203925713616376
BECN2_BECN1	-1.4593339580933333	-0.8608972281453555	-0.8215337369421829	gene_gene	0.02698693675824125	0.1694911272011493
BEST4_BEST2	-0.34155238234010776	-0.5794173134141738	0.13277721418327923	gene_gene	0.7106289142317618	0.8893654698161781
BEX2_BEX1	-0.8682305196977225	-0.742425184156944	-0.2992334280707837	gene_gene	0.4875954623154628	0.7418365231682816
BHMT2_BHMT	-0.32549166692895937	-0.3574096479152734	0.019906059674273488	gene_gene	0.9597548723195726	0.9848364614010994
BICD2_BICD1	-0.8226667330249844	-0.3343217398448078	-0.49067740452089054	gene_gene	0.08910826943362074	0.3104882615727466
BIRC3_BIRC2	-0.9370614871495403	0.11834801278985882	-0.8679619896444136	gene_gene	0.00335978516878932	0.072934450720812255
BMP4_BMP2	0.15679350929470867	0.2745912184578269	0.13515411891584853	gene_gene	0.6229507940614428	0.8370640567062434
BMP8B_BMP8A	-0.7944115442509739	-0.7628790198225867	-0.21353580296802163	gene_gene	0.4578959411145984	0.7289533529335956
BOD1L2_BOD1	-0.06942812998285469	0.23492288052451354	-0.06802996904620853	gene_gene	0.7872294567031597	0.9177178023879347
BRD3_BRD2	-1.4819188209581942	-1.81815871051558	-0.2881850348683008	gene_gene	0.49949496145807826	0.7520709126684532
BRSK2_BRSK1	-0.24051304069157076	-0.27850332127003063	0.05905951037081113	gene_gene	0.8638025969694694	0.9495375398917326
BRWD3_PHIP	-0.2130646306342176	-0.20250052220415307	0.04236898053746996	gene_gene	0.9054368097317271	0.9674272967050611
BTBD10_KCTD20	1.7492330167320305	2.2849873048594436	0.5600477845578833	gene_gene	0.01917080144475173	0.14413084297879036
BTBD1_BTBD2	-0.6559301764604609	-1.3802826704115423	0.28350528836662175	gene_gene	0.11382296642628648	0.3463666955526122
BTBD6_BTBD3	-0.32523488076614127	-0.5116185370865546	0.10972029600207954	gene_gene	0.6983114670180797	0.8803681897535154
BTF3L4_BTF3	-1.2266446776084765	-0.3410028667554469	-0.8907752570191533	gene_gene	0.001687218652259891	0.058347811073077335
BTG2_BTG1	-0.7097033503915565	-0.5662064192534557	-0.24304603528976332	gene_gene	0.4768001662743978	0.7340869525599847
BTN2A2_BTN2A1	-0.07234650764453748	0.3071629084903532	-0.1129020417201299	gene_gene	0.7115155395189481	0.8893944243986851
BTNL8_BTNL3	-0.39652307632900724	-0.32386807932429595	-0.07060475440656118	gene_gene	0.7725639778175667	0.9146447093702227
BTRC_FBXW11	-1.9978488677297153	-2.2680115138793195	-0.5428612055803145	gene_gene	0.1747662164014333	0.4411990266996968
BZW2_BZW1	-1.6922382331037937	-1.2533094847424544	-0.8265429709910875	gene_gene	0.01231193389346996	0.12417723234757089
C1GALT1C1L_C1GALT1C1	-0.37897245640884447	-0.9496901619036776	0.3103946282532126	gene_gene	0.37711641329434	0.6506363579450087
C1QTNF9B_C1QTNF9	-1.1630079231659465	-1.2400953437613338	-0.3049868280792113	gene_gene	0.24558879908097503	0.5325399222176932
C2CD4B_C2CD4A	-0.14934243049811166	-0.015278642944522929	-0.0026387000206967576	gene_gene	0.9896672989435733	0.9964842834168466
CA11_CA10	-1.4715191934396068	-1.8373706330969288	-0.266628003853721	gene_gene	0.43375559932103125	0.7091559798423209
CAB39L_CAB39	-0.06535227341803398	0.7854229689587486	-0.38365931560369937	gene_gene	0.20836183665159155	0.4911045577829275
CABP5_CABP2	-0.26103885498658735	-2.169133790501303	1.136525160371489	gene_gene	0.0026498512082673894	0.07182491432935292
CABP7_CALN1	-6.698569496442356e-4	0.11294909936154342	0.07156508185786019	gene_gene	0.8282013586761647	0.936385729348463
CACNA2D2_CACNA2D1	-0.8664956344439103	-0.14517207429234683	-0.6443557564966097	gene_gene	0.03256429319327541	0.18531061872416393
CACNA2D4_CACNA2D3	-0.3707016428742793	0.011149552570207366	-0.2393461962440566	gene_gene	0.48060854347501936	0.7377448580913114
CACNG7_CACNG5	-0.706497445163466	1.0789183971005827	-1.1952531710840193	gene_gene	0.007069361284624223	0.10697760560349401
CADPS2_CADPS	-0.7459589965960663	0.6680025181775175	-0.9960736263617807	gene_gene	9.970814245427672e-4	0.050535983139842165
CALB2_CALB1	-0.21082120604412902	-0.5178960851406649	0.22777968271926644	gene_gene	0.34489917554316063	0.6301770662472068
CALCRL_CALCR	-0.5348975993939852	-0.29119575988145163	-0.22795386211449775	gene_gene	0.3480259541455386	0.6318549160456635
CAMK2N2_CAMK2N1	-0.3341032451017305	0.2535848624699153	-0.3435431073623001	gene_gene	0.3251911232352721	0.6123342905527062
CAND2_CAND1	-1.0273038678752306	-1.3972288649404436	-0.07802683048923652	gene_gene	0.828104504973333	0.936385729348463
CANX_CLGN	-1.264919456787834	-1.3737969105972394	-0.32925062379678216	gene_gene	0.22145535442278352	0.5006445791317029
CAP2_CAP1	-1.331522029919566	-2.0291947870642617	-0.01522816956877245	gene_gene	0.9524173061014317	0.9836560226835653
CAPNS2_CAPNS1	-0.7006811728044474	-0.9150554847266734	-0.03142832015540239	gene_gene	0.895023776584689	0.9612872678646817
CAPZA2_CAPZA1	-0.6514452667015247	-1.022764092137791	0.08035980516393272	gene_gene	0.8276374860964167	0.936385729348463
CARHSP1_CSDC2	-0.8584091695061035	-0.5535804856404561	-0.3990844175685306	gene_gene	0.0788217286893037	0.2959321526366966
CASP5_CASP4	0.5432131129423216	0.40809794769914487	0.44403913739801315	gene_gene	0.12967859448465532	0.3690008153244245
CASQ2_CASQ1	-1.7459393047291223	-0.8865476465067633	-1.093242497029311	gene_gene	0.007789631475982574	0.10697760560349401
CAV3_CAV1	0.01272019613160327	-0.6974513758203812	0.5555985625639277	gene_gene	0.08153802272991613	0.2971843763109708
CBR3_CBR1	-1.1844093020781665	-0.16909492102967946	-0.9483761319477956	gene_gene	0.006784724421276101	0.1058828205138543
CCDC74B_CCDC74A	-0.8293959710785874	-1.6938592127773862	0.2921503676206631	gene_gene	0.2900805616448436	0.5822773153116689
CCNL2_CCNL1	-1.1528958091226398	0.045321365327552654	-1.0413857840793925	gene_gene	0.01084477627128592	0.1188310591428138
CCNYL1_CCNY	0.37330924283427114	-0.14500285694295506	0.5953508471060616	gene_gene	0.01907234400035596	0.14413084297879036
CCT6B_CCT6A	-2.0343737926438594	-2.967279041191151	-0.1732836219700248	gene_gene	0.6489867975287384	0.8502858143853238
CD151_TSPAN11	-1.1729810698530796	-0.5756758223473231	-0.7008243597408648	gene_gene	0.09387713199244457	0.31933432877054496
CD200R1L_CD200R1	-0.08315523171694973	-1.1467717827854684	0.7206678193644742	gene_gene	0.037896600742029614	0.20033362966073825
CD209_CLEC4M	-0.6613824787733945	-0.08020425772973594	-0.47697292898941795	gene_gene	0.1264307345867418	0.3647721474071262
CDC42BPB_CDC42BPA	-0.39788273715841527	-1.4700037928809297	0.5936586406123382	gene_gene	0.11340706580646787	0.3463666955526122
CDH1_CDH3	-0.2346435093972948	-0.32869307735383807	0.09407695008608608	gene_gene	0.7928127795718118	0.9215952827141632
CDH2_CDH4	-0.2944815171116837	0.12074861230052344	-0.22677617770080066	gene_gene	0.6623472949722597	0.8588298493837146
CDK11B_CDK11A	-0.7104357249604786	-0.814681414809474	-0.09947552854399454	gene_gene	0.8151724024260004	0.9298201267982065
CDK15_CDK14	-0.29807891084778293	0.6369523213362586	-0.5301610103802012	gene_gene	0.079705591022113	0.2971843763109708
CDK2AP2_CDK2AP1	-0.9789362204902429	-1.5877262408155508	0.08097295579629585	gene_gene	0.8816363515412238	0.9578791670371242
CDK6_CDK4	-2.315080501313687	-1.7144653350509393	-1.1815670718810505	gene_gene	0.009461443573657382	0.11194185618828659
CDKN2B_CDKN2A	-0.8341447342130843	-0.30387647705048415	-0.5198366179926361	gene_gene	0.10686421516302706	0.337638471220607
CDNF_MANF	-0.07542838485210292	0.2571244174661871	-0.08692385831568668	gene_gene	0.8124643313493611	0.9298201267982065
CDRT15L2_CDRT15	-0.9130275025340276	0.1970482403140242	-0.8896334876527995	gene_gene	0.026239505953582296	0.16683142674191212
CDRT1_FBXW10	-0.8214994326631689	-1.3025866128914199	0.07281372542292039	gene_gene	0.8377063699102344	0.9417492461176877
CDS2_CDS1	-0.9551899268999445	-1.2081373821208716	-0.1157285502079858	gene_gene	0.6639357713289711	0.8588298493837146
CEACAM4_CEACAM3	-0.5934929804810414	-1.0405213636124617	0.14862470023404356	gene_gene	0.6869165317317325	0.8748355234538228
CELF2_CELF1	-1.008384805826767	-2.0066927180439778	0.2948408848761998	gene_gene	0.3470698583648152	0.6315935585084093
CEPT1_CHPT1	-1.9015334947263218	-1.1011604416859855	-1.1241994186282929	gene_gene	0.012417723234757089	0.12417723234757089
CERS3_CERS2	-0.7162901313919958	-2.034977857021457	0.6033622707541211	gene_gene	0.017809466902826556	0.1416899776638439
CERS6_CERS5	0.038673591250400104	-0.7808637150547998	0.6299940186707542	gene_gene	0.03756418847976129	0.20033362966073825
CETN2_CETN1	-0.5479290413002026	-0.3774943097231987	-0.19086706428565886	gene_gene	0.6324979475898134	0.8384464427509752
CHD2_CHD1	0.24631877860714543	-0.18772094852851257	0.4931690912411866	gene_gene	0.3026942936414011	0.5860434632530886
CHI3L2_CHI3L1	-1.086147238728464	-0.569725683899844	-0.6174460961282687	gene_gene	0.02873744950162257	0.17411513521571323
CHIC2_CHIC1	-0.2846963465308629	0.30940785850082386	-0.32655564460972425	gene_gene	0.28252368326440735	0.5717080427550876
CHML_CHM	-0.9548526167514036	-0.26445257489553264	-0.663440094757238	gene_gene	0.06411871045183697	0.26708226627445675
CHMP1B_CHMP1A	-1.942383381594714	-1.3281430166653432	-1.0332282363204717	gene_gene	0.003469697170213399	0.072934450720812255
CHP2_CHP1	-0.8266625982220333	-1.0093623937887164	-0.10264061809968765	gene_gene	0.7220806738247771	0.8902855578465884
CHPF2_CHPF	-1.0666549868878052	-0.25714967421348967	-0.7794836546681505	gene_gene	0.01866103479828885	0.14413084297879036
CHRFAM7A_CHRNA7	-1.3257246275817016	-0.6214398340347752	-0.8269902784107119	gene_gene	0.039911513247162335	0.20554429322288603
CHRM4_CHRM2	-0.0762328784401161	-0.9987965848155548	0.6416529644228806	gene_gene	0.03741641143477431	0.20033362966073825
CHRNA10_CHRNA9	0.20468656605702448	-0.3527138833458615	0.5473572079657782	gene_gene	0.11111173979128855	0.34596636624561133
CHRNA5_CHRNB3	-0.7358006324279611	-0.9186277022029837	-0.06447319970553375	gene_gene	0.8716204988815894	0.952665937795331
CHRNB2_CHRNB4	-0.4652012325483508	0.04539732742761659	-0.3537353228088804	gene_gene	0.31622359285472457	0.6031672234080857
CHSY3_CHSY1	-0.36690217689917365	-0.6161638235623548	0.12876810736937752	gene_gene	0.697605540869006	0.8803681897535154
CHUK_IKBKB	-1.414257430173823	-1.5001769251736983	-0.4051928810336824	gene_gene	0.2094510165301398	0.4925130823443369
CIB3_CIB2	0.3852184026900532	0.07964825804987141	0.47679294281528534	gene_gene	0.06288484224529636	0.2642733637635993
CKS2_CKS1B	-1.450252644138959	-1.4463060177926395	-0.47247384726024066	gene_gene	0.1388052258090951	0.37822587985017975
CLASP2_CLASP1	-2.03216501552901	-1.4122154982426527	-1.0741844288708804	gene_gene	0.003550976278113659	0.07315011132914137
CLCA4_CLCA1	-0.6002729125716514	-0.5335580662307075	-0.15257626351522546	gene_gene	0.7078825217503504	0.8886740145957649
CLCNKB_CLCNKA	-0.23224400983471952	-1.2384184720285212	0.6248032350579609	gene_gene	0.030168852204393526	0.17732076365289232
CLDN8_CLDN17	-0.7739335561388604	1.2039934052663122	-1.335327110338212	gene_gene	0.0023309583483833132	0.06669130830096702
CLEC4C_CLEC6A	-0.6727283768427454	-1.1859946761954316	0.1538735318049749	gene_gene	0.5417817345970994	0.7752851826705591
CLTB_CLTA	-0.5535282276884989	-1.0952791805721016	0.22039028169385955	gene_gene	0.4820838970766286	0.7377741212639123
CLTCL1_CLTC	-1.6641922043980804	-1.8699119706548812	-0.4404024984406032	gene_gene	0.19322725440385605	0.46895334478496564
CLVS2_CLVS1	-0.3458078836040229	-1.817052222162532	0.8472833047986114	gene_gene	0.09761871715649524	0.32407911547055157
CNBP_ZCCHC13	-0.25386507012239595	-0.721249446088072	0.3028341240422024	gene_gene	0.30161224094997663	0.5860434632530886
CNNM4_CNNM2	-0.853833739558062	-0.2951588899305427	-0.5445883981118094	gene_gene	0.03812173923641233	0.20033362966073825
CNOT6L_CNOT6	-0.7465610523507682	-0.5157292651497374	-0.3092185532586612	gene_gene	0.3373579524339265	0.6238396606946935
CNOT8_CNOT7	-1.2375527043286116	-0.6057622052536666	-0.7479232029119549	gene_gene	0.09234599901679917	0.3160012590940304
COL4A6_COL4A2	-0.32454603670547094	-0.5135182905033463	0.11151242971657208	gene_gene	0.7496158243384352	0.9025783244503724
COPG2_COPG1	-0.7626284806177472	-1.4645907282730406	0.22576923749456432	gene_gene	0.46226662667833585	0.7316563714967761
COPZ2_COPZ1	-1.384492832505806	-2.218791962248866	0.04191037147146317	gene_gene	0.9094532627366505	0.9687040957794727
COQ10B_COQ10A	-1.5327622487571912	-1.928550860881201	-0.27491776478143215	gene_gene	0.4356413188285977	0.7094531433622372
CORO2B_CORO2A	-0.6082066033420058	-0.22665993811540003	-0.33874231146109196	gene_gene	0.2151672037749837	0.4974103050493647
COX6A2_COX6A1	-1.0259530609357566	-1.6177744538681698	0.05140673935481027	gene_gene	0.8420884035673692	0.9417492461176877
COX7B2_COX7B	-1.06036061615714	-0.5863223971581549	-0.5820208636913171	gene_gene	0.08868128553240857	0.3104882615727466
CPEB4_CPEB3	-0.048145649306295966	-0.27116105579537075	0.2471628507154574	gene_gene	0.3684237869876884	0.6466616994885818
CPLX2_CPLX1	-0.22250070625420737	0.37226669734647794	-0.3008655349649376	gene_gene	0.23867232407543612	0.5219373541352424
CPLX4_CPLX3	-0.7946831711932271	8.68363344397112e-4	-0.6573568813990631	gene_gene	0.017883201064368647	0.1416899776638439
CRABP2_CRABP1	-0.47111220768665246	-1.228788256835476	0.38034224990392035	gene_gene	0.27728148354884136	0.5682800912276651
CREBBP_EP300	-1.2001612751076247	-0.2164115670619995	-0.9366487671012952	gene_gene	0.04826772063555243	0.22805390942485781
CRISP3_CRISP2	0.3673753263436434	0.30759426049323657	0.3265692828083863	gene_gene	0.3746204326979624	0.6498135295263868
CRKL_CRK	-2.1093469875760227	-2.7261555465254785	-0.38829028367039475	gene_gene	0.2969294956180931	0.5858701983194203
CRY2_CRY1	-0.08483893289796442	-0.859394665356673	0.5520886686993433	gene_gene	0.17247915402825903	0.439922316289899
CRYBB3_CRYBB2	0.006325595920941159	1.4991497863759615	-0.7264812473187444	gene_gene	2.7939973866080304e-4	0.04581094019922603
CSAD_GADL1	-0.5685743420365686	-0.2760817808296591	-0.2704081105999653	gene_gene	0.4136254966128099	0.6860455096798619
